# list of object assets to load in this scene
[ASSETS]
SCENES/mario.txt
SCENES/brick.txt
SCENES/coin.txt
SCENES/goomba.txt
SCENES/cloud.txt
SCENES/bgimg1.txt
SCENES/platform.txt
SCENES/pipe.txt
SCENES/bgtile.txt
SCENES/question-block.txt
SCENES/koopa.txt
SCENES/mushroom.txt
SCENES/leaf.txt
SCENES/piranha.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# MARIO
0	450	200

# BRICKS

# DEATH_BOUNDARY_Y
200	0	25000


#COIN
4	1080	328
4	1112	296
4	1144	264
4	1176	232
4	1208	200
4	1208	200

4	1336	88
4	1352	88
4	1368	88

4	1480	120
4	1496	120

4	1544	136
4	1560	136
4	1576	136
4	1592	136

4	1624	120
4	1640	120
4	1656	120
4	1672	120

4	1704	152
4	1736	120
4	1768	136
4	1816	104
4	1848	136

#coin mapan
4	2184	488
4	2200	472
4	2216	472
4	2232	488
4	2232	504
4	2200	520
4	2216	520
4	2232	536
4	2232	552
4	2200	568
4	2216	568
4	2184	552


#Goomba
2	232	408
2	536	408

#Platform
#type	x	y	cell_width	cell_height	length	spriteIdBegin	spriteIdMiddle	spriteIdEnd type(nhin trong Platform.h)	ShouldCheckDirectionColliable
5	8	424	16	16	39	300001	300002	300003	0	1
5	632	424	16	16	29	300004	300005	300006	0	0
5	632	408	16	16	29	300001	300002	300003	0	1
5	1160	424	16	16	22	300001	300002	300003	0	1
5	1544	424	16	16	5	300001	300002	300003	0	1
5	1672	424	16	16	36	300001	300002	300003	0	1
5	2264	424	16	16	35	300001	300002	300003	0	1

5	1512	344	16	16	2	300007	300007	300007	0	1
5	1576	408	16	16	3	300007	300007	300007	0	1
5	1592	392	16	16	2	300007	300007	300007	0	1
5	1608	376	16	16	1	300007	300007	300007	0	1
5	1672	408	16	16	3	300007	300007	300007	0	1
5	1672	392	16	16	2	300007	300007	300007	0	1
5	1672	376	16	16	1	300007	300007	300007	0	1
5	2264	376	16	16	2	300007	300007	300007	0	1
5	2264	312	16	16	2	300007	300007	300007	0	1

5	1416	200	16	16	4	300008	300008	300008	1	1
5	1496	184	16	16	13	300008	300008	300008	1	1

#metal
5	248	376	16	16	3	300009	300010	300011	2	1
5	248	392	16	16	3	300012	300013	300014	2	0
5	248	408	16	16	3	300015	300016	300017	2	0
5	280	344	16	16	3	300018	300019	300020	2	1
5	280	360	16	16	3	300021	300022	300023	2	0
5	296	376	16	16	2	300022	300022	300023	2	0
5	296	392	16	16	2	300022	300022	300023	2	0
5	296	408	16	16	2	300025	300025	300026	2	0

5	408	376	16	16	5	300027	300028	300029	2	1
5	408	392	16	16	5	300030	300031	300032	2	0
5	408	408	16	16	5	300033	300034	300035	2	0
5	472	344	16	16	4	300009	300010	300011	2	1
5	472	360	16	16	4	300012	300013	300014	2	0
5	488	376	16	16	3	300013	300013	300014	2	0
5	488	392	16	16	2	300013	300013	300013	2	0
5	488	408	16	16	2	300016	300016	300016	2	0
5	520	392	16	16	6	300027	300028	300029	2	1
5	520	408	16	16	6	300033	300034	300035	2	0
5	520	312	16	16	4	300036	300037	300038	2	1
5	520	328	16	16	4	300039	300040	300041	2	0
5	536	344	16	16	3	300040	300040	300041	2	0
5	536	360	16	16	3	300040	300040	300041	2	0
5	536	376	16	16	3	300040	300040	300041	2	0

5	1320	152	16	16	4	300009	300010	300011	2	1
5	1320	168	16	16	4	300015	300016	300017	2	0

5	1272	392	16	16	7	300027	300028	300029	2	1
5	1272	408	16	16	7	300033	300034	300035	2	0
5	1304	360	16	16	7	300009	300010	300011	2	1
5	1304	376	16	16	7	300012	300013	300014	2	0
5	1384	392	16	16	2	300013	300013	300014	2	0
5	1384	408	16	16	2	300016	300016	300017	2	0
5	1336	328	16	16	7	300018	300019	300020	2	1
5	1336	344	16	16	7	300021	300022	300023	2	0
5	1416	360	16	16	2	300022	300022	300023	2	0
5	1416	376	16	16	2	300022	300022	300023	2	0
5	1416	392	16	16	2	300022	300022	300023	2	0
5	1416	408	16	16	2	300025	300025	300026	2	0

5	2152	376	16	16	3	300009	300010	300011	2	1
5	2152	392	16	16	3	300012	300013	300014	2	0
5	2152	408	16	16	3	300015	300016	300017	2	0
